102661|SUPERLIGA66|TURISMO PMJP|TELEVISÃO BANDEIRANTES DE PRESIDENTE PRUDENTE LTDA|162/1403|1000274|222/2013 ADITIVO- 02|25/05/2014 a24/11/2014|420109/2014|80902.85|2014-08-28|VEICULAÇÃO|BAND SP PRES. PRUDENTE|
102999|TAG GROUP|EDITAIS ABRIL|JORNAL CORREIO DA PARAIBA LTDA|153403|1001287|222/2013 ADITIVO- 02|25/05/2014 a24/11/2014|420107/2014|1440.45|2014-12-03|VEICULAÇÃO|JORNAL CORREIO|
103104|TAG GROUP|EDITAIS FEVEREIRO|JORNAL CORREIO DA PARAIBA LTDA|149227|1001237|222/2013 ADITIVO- 02|25/05/2014 a24/11/2014|420107/2014|916.65|2014-12-03|VEICULAÇÃO|JORNAL CORREIO|
103595|DABLIU A|CONVITES RONALDO FRAGA|GRÁFICA JB LTDA|1011696|40516|222/2013 ADITIVO- 04|25/05/2015 A 24/11/2015|420133/2015|396.75|2015-10-08|PRODUÇÃO|GRÁFICA JB|
103619|SUPERLIGA 66|MULTIRÃO FISCAL|RADIO E TELEVISAO O NORTE LTDA|16226|1000639|222/2013 ADITIVO- 03|25/11/2014 a24/05/2015|420036/2015|12152.16|2015-10-15|EXIBIÇÃO|TV CLUBE|
102592|TAG GROUP|BALANÇO|PARAIBA DOTE COM INTERNET E COMUNICAÇÃO LTDA|6|1000678|222/2013 ADITIVO- 01|25/11/2013 a 24/05/2014|420000/2014|5000.00|2014-04-25|VEICULAÇÃO|PORT. PB.COM|
102981|DABLIU A|EDITAIS AGOSTO|EDITORA JORNAL DA PARAIBA LTDA|4726|20881|222/2013 ADITIVO- 02|25/05/2014 a24/11/2014|420106/2014|1498.65|2014-12-03|VEICULAÇÃO|JORNAL DA PARAIBA|
102631|ART C|IPTU|RADIO SANHAUA DE BAYEUX LTDA|489|9235|222/2013|25/11/2013 a 24/05/2014|420293/2013|5296.20|2014-04-23|VEICULAÇÃO|RADIO SANHAUA|
103699|DABLIU A|MIDIA OUTUBRO|EMP. DE TELEVISÃO JOÃO PESSOA LTDA|32827|40651|222/2013 ADITIVO- 04|25/05/2015 A 24/11/2015|420159/2015|20981.10|2015-11-19|VEICULAÇÃO|JORNAL CORREIO|
104595|ART&C|HABITAÇÃO|RAINHA PUBLICIDADE E PROPAGANDA|40611|1000377|222/2013 ADITIVO- 08|25/05/2017 A 24/11/2017|420107/2017|3880.00|2017-09-15|VEICULAÇÃO|PORTAL PARAIBA ONLINE|
